unit_code,unit,factory,production_date,total_emp_sl,dup,mean_prod_sl,missing_obs,percent_all_eight,percent_first_four,percent_last_four,percent_constant_four,percent_constant_eight,std
UNIT-30,30,S30,09mar2022,244,.40983605,371.96078,0,100,0,0,93.790848,84.640526,172.69345
UNIT-30,30,S30,10mar2022,236,0,368.08334,0,100,0,0,94.666664,39,173.32449
UNIT-30,30,S30,11mar2022,236,0,357.77335,0,100,0,0,94.666664,64.666664,185.65701
UNIT-30,30,S30,12mar2022,222,0,313.62408,21.395985,35.036495,5.839416,0,72.627739,18.248175,208.08452
UNIT-30,30,S30,14mar2022,233,0,369.54285,0,100,0,0,100,93.571426,185.04555
UNIT-30,30,S30,15mar2022,233,0,370.82858,0,100,0,0,100,100,184.6254
UNIT-30,30,S30,16mar2022,233,0,363.6857,0,100,0,0,100,60,183.23627
UNIT-30,30,S30,17mar2022,244,0,353.13605,3.5714285,71.428574,0,0,93.877548,56.802723,179.07922
UNIT-30,30,S30,18mar2022,239,0,368.94519,1.4554795,88.356163,0,0,100,79.452057,181.95021
UNIT-30,30,S30,19mar2022,254,0,334.14886,9.5064726,67.313919,0,0,100,57.605179,172.82674
UNIT-30,30,S30,21mar2022,255,0,333.99356,11.414791,67.524117,4.5016079,0,100,55.62701,178.15575
UNIT-30,30,S30,22mar2022,255,0,387.71384,0,100,0,0,94.855309,59.163986,171.09546
UNIT-30,30,S30,23mar2022,176,0,376.09756,23.902439,46.341465,45.853657,0,63.414635,39.512196,209.36269
UNIT-30,30,S30,24mar2022,236,.42372882,342.35294,13.581315,74.048447,21.107267,0,70.242218,38.408306,203.2394
UNIT-30,30,S30,25mar2022,237,.42194092,396.89655,0,100,0,0,100,83.103447,211.67978
UNIT-30,30,S30,26mar2022,235,.42553192,212.80821,51.41267,25.684931,0,0,35.958904,25.684931,248.87305
UNIT-30,30,S30,28mar2022,235,.42553192,428.67596,0,100,0,0,100,90.592331,179.14616
UNIT-30,30,S30,29mar2022,246,.40650406,322.35483,23.508064,59.032257,32.903225,0,91.935486,59.032257,208.31253
UNIT-30,30,S30,30mar2022,220,.45454547,373.30936,0,100,0,0,85.611511,79.856117,159.87987
UNIT-30,30,S30,31mar2022,247,.40485829,340.836,8.199357,67.202576,0,0,100,45.33762,134.85695
UNIT-30,30,S30,01feb2022,223,.44843048,271.9848,26.235741,66.920151,0,7.2243347,66.920151,47.148289,176.67668
UNIT-30,30,S30,02feb2022,245,.40816328,313.2709,10.200669,73.578598,11.036789,0,100,50.167225,112.40096
UNIT-30,30,S30,03feb2022,248,.40322581,310.58362,6.147541,76.39344,0,8.5245905,99.344261,69.508194,110.40327
UNIT-30,30,S30,04feb2022,248,.40322581,271.46884,22.663935,74.098358,0,0,74.098358,67.213112,157.19588
UNIT-30,30,S30,05feb2022,248,.40322581,305.9541,10.573771,66.557381,14.754098,0,100,57.704918,96.786415
UNIT-30,30,S30,07feb2022,247,.80971658,216.62459,36.627907,41.196014,19.269102,0,60.465115,41.196014,101.52087
UNIT-30,30,S30,08feb2022,261,.38314176,347.19107,0,100,0,0,100,75.796181,136.1357
UNIT-30,30,S30,09feb2022,250,.40000001,260.59799,16.486712,65.780731,0,0,92.691032,65.780731,146.35223
UNIT-30,30,S30,10feb2022,259,.38610038,301.5238,8.849206,78.412697,0,6.0317459,93.968254,64.126984,150.30032
UNIT-30,30,S30,11feb2022,259,.38610038,220.31746,30.198412,43.492062,15.238095,0,74.285713,43.492062,113.3588
UNIT-30,30,S30,12feb2022,259,.38610038,369.0282,0,100,0,0,99.686523,52.978058,123.49533
UNIT-30,30,S30,14feb2022,259,.38610038,174.55975,37.893082,44.025158,10.062893,0,62.264153,28.616352,100.48916
UNIT-30,30,S30,15feb2022,248,.40322581,127.90697,54.983387,30.232557,8.6378736,0,38.87043,22.259136,107.16314
UNIT-30,30,S30,16feb2022,240,.83333331,324.46735,13.917526,72.164948,27.835052,0,100,54.639175,121.17731
UNIT-30,30,S30,17feb2022,246,.81300813,388.73755,0,100,0,0,94.684387,74.750832,119.05979
UNIT-30,30,S30,18feb2022,245,.81632656,273.99341,28.011551,67.986801,0,0,67.986801,54.785477,170.65096
UNIT-30,30,S30,19feb2022,245,.81632656,287.72278,25.453794,67.986801,0,0,67.986801,56.435642,157.19582
UNIT-30,30,S30,21feb2022,245,.81632656,367.38614,6.0643563,79.207924,9.2409239,0,90.759079,79.207924,147.73727
UNIT-30,30,S30,22feb2022,245,0,188.17276,34.343853,34.88372,48.837208,0,87.04319,9.3023252,86.432922
UNIT-30,30,S30,23feb2022,218,0,143.7594,60.949249,0,65.789474,0,59.022556,0,87.817146
UNIT-30,30,S30,24feb2022,219,0,263.66412,22.328245,71.374046,7.2519083,0,71.374046,37.404579,150.28813
UNIT-30,30,S30,25feb2022,221,0,280.56818,16.287878,62.878788,31.060606,0,86.742424,26.89394,106.09764
UNIT-30,30,S30,26feb2022,253,0,186.2829,57.31908,21.052631,26.973684,0,41.11842,6.25,171.60954
UNIT-30,30,S30,28feb2022,253,0,317.5,3.9473684,94.736839,0,0,94.736839,58.223682,172.2933
UNIT-30,30,S30,01jan2022,233,0,328.94736,0,100,0,0,93.984962,42.481201,135.66267
UNIT-30,30,S30,03jan2022,210,0,360.16599,0,100,0,0,100,73.443985,116.50095
UNIT-30,30,S30,04jan2022,250,0,345.41379,0,100,0,0,92.758621,62.068966,115.23708
UNIT-30,30,S30,05jan2022,254,0,324.86111,2.2569444,82.986115,0,.34722221,92.708336,55.555557,120.29355
UNIT-30,30,S30,06jan2022,242,0,312.68655,2.238806,82.089554,0,0,100,54.477612,158.16617
UNIT-30,30,S30,07jan2022,248,0,308.15973,0,100,0,0,77.430557,47.222221,156.26772
UNIT-30,30,S30,08jan2022,248,0,322.67361,0,100,0,0,100,40.972221,146.29146
UNIT-30,30,S30,10jan2022,248,0,317.36111,0,100,0,0,95.138885,42.013889,130.28908
UNIT-30,30,S30,11jan2022,250,0,293.24042,3.4843206,93.031357,0,6.9686413,76.655052,47.038326,150.90099
UNIT-30,30,S30,12jan2022,160,0,382.45615,8.1871347,90.643272,0,0,90.643272,68.421051,148.92889
UNIT-30,30,S30,13jan2022,229,0,309.76563,16.748047,75.390625,0,0,69.140625,53.515625,194.37518
UNIT-30,30,S30,14jan2022,229,0,297.65384,21.201923,75.769234,0,0,75.769234,41.923077,189.77043
UNIT-30,30,S30,17jan2022,233,0,283.79596,31.939339,49.632355,19.117647,13.235294,74.264709,30.514706,145.13896
UNIT-30,30,S30,18jan2022,235,0,261.59341,32.967033,52.380951,10.256411,0,62.637363,24.175825,183.96053
UNIT-30,30,S30,19jan2022,150,0,416.84482,0,100,0,0,98.850578,69.54023,104.18805
UNIT-30,30,S30,20jan2022,211,0,313.3038,21.044304,73.417725,5.9071732,0,79.324898,64.556961,172.92159
UNIT-30,30,S30,21jan2022,211,0,290.77637,23.259493,73.417725,0,0,71.308014,59.493671,159.55106
UNIT-30,30,S30,22jan2022,250,0,271.48495,34.740803,52.508362,0,7.0234113,52.508362,38.795986,143.98495
UNIT-30,30,S30,24jan2022,241,0,153.61972,56.778168,0,7.0422535,0,34.15493,0,100.77055
UNIT-30,30,S30,25jan2022,153,0,393.44943,0,100,0,0,100,73.033707,125.65125
UNIT-30,30,S30,27jan2022,200,0,162.99559,60.077091,0,35.682819,0,59.911896,0,119.63741
UNIT-30,30,S30,28jan2022,228,0,246.82443,37.404579,57.251907,0,0,57.251907,49.236641,181.08382
UNIT-30,30,S30,29jan2022,128,0,391.92001,0,100,0,0,100,73.333336,142.73434
UNIT-30,30,S30,31jan2022,128,0,134.12,63.25,0,64.666664,0,64.666664,0,106.17883
UNIT-28,28,B28,07oct2022,248,.40322581,513.62048,4.6312947,73.021584,0,0,37.769783,9.3525181,124.05296
UNIT-28,28,B28,08oct2022,155,.64516127,359.34784,26.902174,51.086956,0,0,35.326088,0,186.75418
UNIT-28,28,B28,10oct2022,364,.27472529,439.56955,20.173861,70.503593,0,0,38.369305,9.8321342,234.84943
UNIT-28,28,B28,11oct2022,364,.27472529,415.59808,21.740431,48.803829,15.789474,0,38.995216,9.8086128,224.18452
UNIT-28,28,B28,12oct2022,323,.30959752,536.62164,0,100,0,0,49.459461,28.918919,158.38661
UNIT-28,28,B28,13oct2022,297,.6734007,524.19806,7.7562327,84.487534,0,0,44.598339,13.01939,206.7726
UNIT-28,28,B28,14oct2022,381,0,374.54419,27.238373,61.627907,0,0,43.488373,0,232.30406
UNIT-28,28,B28,15oct2022,199,0,358.12033,16.026972,63.485477,0,0,46.47303,11.20332,152.40125
UNIT-28,28,B28,17oct2022,306,0,407.88779,20.170454,67.045456,7.9545455,0,29.829546,4.5454545,248.26735
UNIT-28,28,B28,18oct2022,137,0,554.36365,13.636364,72.727272,27.272728,0,65.584419,14.935065,250.36978
UNIT-28,28,B28,19oct2022,246,0,438.69202,18.52355,68.478264,0,0,23.188406,2.8985507,259.4939
UNIT-28,28,B28,20oct2022,263,0,417.04709,25.852272,61.363636,0,0,31.493507,8.7662334,262.44376
UNIT-28,28,B28,21oct2022,263,0,473.75162,14.772727,61.363636,0,0,30.844156,2.5974026,207.5687
UNIT-28,28,B28,22oct2022,263,0,498.41559,10.227273,77.272728,13.636364,0,61.363636,7.7922077,185.68169
UNIT-28,28,B28,26oct2022,358,0,366.79788,23.286053,34.278961,16.548464,0,38.297871,.9456265,210.88686
UNIT-28,28,B28,27oct2022,184,0,557.73645,.36945814,97.044334,0,0,50.738914,5.9113302,166.88658
UNIT-28,28,B28,28oct2022,216,0,526.67212,11.47541,71.311478,17.213116,0,76.639343,32.377048,200.30447
UNIT-28,28,B28,29oct2022,346,0,472.04385,11.152883,72.431076,17.042606,0,47.869675,21.052631,209.37514
UNIT-28,28,B28,01sep2022,376,0,403.70245,15.827741,68.680092,0,0,46.53244,3.5794184,171.29402
UNIT-28,28,B28,02sep2022,246,0,498.49118,0,100,0,0,22.261484,3.5335689,87.823685
UNIT-28,28,B28,03sep2022,376,1.5957447,349.10727,27.952755,33.464565,0,0,33.858269,0,190.9519
UNIT-28,28,B28,05sep2022,440,0,376.1286,19.649712,54.894432,6.1420345,0,53.742802,4.7984643,173.74942
UNIT-28,28,B28,06sep2022,402,.49751243,376.4314,22.453222,61.53846,0,0,45.738045,1.2474012,177.88426
UNIT-28,28,B28,07sep2022,348,0,446.46182,7.0610685,91.348602,0,1.0178117,53.944019,7.6335878,145.43878
UNIT-28,28,B28,08sep2022,356,.28089887,398.8913,14.281401,41.787441,0,0,59.661835,0,158.2809
UNIT-28,28,B28,09sep2022,314,0,477.65155,2.6203966,89.518417,0,0,59.773373,7.3654389,81.608536
UNIT-28,28,B28,10sep2022,234,3.8461537,412.04456,20.612814,58.774372,0,0,70.473541,10.306407,176.47371
UNIT-28,28,B28,12sep2022,118,0,501.74649,3.2570422,73.943665,0,0,66.197182,28.169014,26.575848
UNIT-28,28,B28,13sep2022,176,0,514.62439,2.2560976,81.951218,0,0,42.92683,7.3170733,76.308205
UNIT-28,28,B28,14sep2022,348,.28735632,505.87161,2.7469137,89.629631,0,0,51.358025,12.592592,125.38455
UNIT-28,28,B28,15sep2022,348,.28735632,478.14322,13.703704,60,0,0,50.123455,.49382716,175.23602
UNIT-28,28,B28,16sep2022,348,.28735632,489.30988,12.345679,70.864197,0,0,39.506172,1.2345679,179.15791
UNIT-28,28,B28,17sep2022,348,.28735632,499.05554,6.54321,70.864197,0,0,69.382713,5.185185,110.09703
UNIT-28,28,B28,19sep2022,318,3.7735848,439.94431,21.664734,58.468678,0,0,38.515079,.23201856,185.38618
UNIT-28,28,B28,20sep2022,343,0,538.24487,4.5425258,87.886597,0,0,60.051548,12.628866,116.61885
UNIT-28,28,B28,21sep2022,343,0,538.97296,3.0283506,87.886597,0,0,65.721649,11.597939,103.49205
UNIT-28,28,B28,22sep2022,382,0,538.75171,2.3526077,90.476189,0,0,50.11338,17.233561,113.94344
UNIT-28,28,B28,23sep2022,424,0,554.00311,3.3832645,72.933884,0,0,55.785126,13.016529,117.60074
UNIT-28,28,B28,24sep2022,358,0,477.65121,18.475609,38.780487,2.9268293,0,42.92683,8.5365858,174.58824
UNIT-28,28,B28,26sep2022,396,0,319.26578,44.453831,26.126125,.22522523,.22522523,35.585587,5.6306305,219.76579
UNIT-28,28,B28,27sep2022,366,5.191257,480.36081,21.25947,52.651516,0,0,49.43182,2.6515152,206.12239
UNIT-28,28,B28,28sep2022,466,.21459228,555.46936,2.5789962,86.245354,0,0,50.929367,6.8773236,131.27872
UNIT-28,28,B28,29sep2022,368,.27173913,506.68735,12.64637,71.428574,0,0,53.161594,19.203747,193.46272
UNIT-28,28,B28,30sep2022,233,0,357.10449,31.623135,48.507462,0,0,32.089554,5.5970149,286.72647
UNIT-28,28,B28,01aug2022,168,0,368.35794,23.4375,68.75,0,0,51.704544,1.7045455,221.13895
UNIT-28,28,B28,02aug2022,158,7.5949368,298.19122,46.16534,12.350597,0,0,27.091633,.79681277,195.18713
UNIT-28,28,B28,03aug2022,240,0,379.39349,22.788809,63.537907,0,0,40.433212,1.4440433,177.15683
UNIT-28,28,B28,04aug2022,198,0,365.38583,13.242009,70.319633,0,0,69.863014,15.068493,215.11964
UNIT-28,28,B28,05aug2022,198,0,429.02054,0,100,0,0,36.986301,.45662099,134.05923
UNIT-28,28,B28,06aug2022,173,0,331.92563,26.346153,57.948719,3.5897436,0,44.615383,22.051283,212.32359
UNIT-28,28,B28,08aug2022,154,0,230.85858,37.121212,23.232323,19.191919,0,37.373737,6.060606,177.45782
UNIT-28,28,B28,09aug2022,294,2.0408163,372.12634,12.300532,76.329788,0,0,52.925533,13.297873,159.29678
UNIT-28,28,B28,10aug2022,349,.57306588,392.58453,11.926329,70.289856,0,0,36.473431,1.2077295,161.13385
UNIT-28,28,B28,11aug2022,398,.50251257,367.66312,20.255863,66.524521,0,0,28.144989,.63965887,191.23103
UNIT-28,28,B28,12aug2022,375,.53333336,396.37955,16.90341,74.318184,0,.68181819,49.090908,2.2727273,181.35077
UNIT-28,28,B28,13aug2022,430,1.3953488,342.26324,23.354662,65.630714,12.97989,0,46.983547,1.2797076,205.29475
UNIT-28,28,B28,16aug2022,233,.42918456,347.46643,22.947762,61.194031,0,0,51.119404,11.567164,192.82666
UNIT-28,28,B28,17aug2022,304,.65789473,337.75766,28.760447,19.498608,0,0,32.311977,1.1142061,172.56964
UNIT-28,28,B28,18aug2022,342,.29239765,404.17749,12.84375,75.75,0,0,35.75,.5,130.5546
UNIT-28,28,B28,19aug2022,297,0,443.53732,7.1641793,43.880596,0,0,39.701492,9.5522385,106.69144
UNIT-28,28,B28,20aug2022,379,0,355.97983,19.422646,48.654709,0,0,42.600899,.89686096,120.17951
UNIT-28,28,B28,22aug2022,349,0,336.51797,21.342926,63.309353,0,0,33.093525,.95923263,177.52145
UNIT-28,28,B28,23aug2022,379,0,334.57925,27.34375,63.392857,12.5,0,33.035713,0,187.77408
UNIT-28,28,B28,24aug2022,335,0,451.76059,.46296296,98.677246,0,0,49.470898,.26455027,110.78997
UNIT-28,28,B28,25aug2022,368,0,462.78656,.71942449,98.56115,.23980816,.23980816,52.038368,.71942449,104.34534
UNIT-28,28,B28,26aug2022,442,0,427.4856,7.8454895,79.27063,0,0,43.37812,1.1516315,129.45583
UNIT-28,28,B28,27aug2022,441,0,442.76105,6.8378119,73.128601,0,0,43.570057,2.1113243,103.69602
UNIT-28,28,B28,28aug2022,441,0,367.08716,22.772989,61.685825,10.727969,0,48.275864,1.3409961,179.45345
UNIT-28,28,B28,29aug2022,273,0,345.78378,29.654655,46.246246,0,0,39.639641,.3003003,196.10353
UNIT-28,28,B28,01jul2022,518,.19305019,408.18704,6.0331826,88.084465,0,0,44.193062,12.368024,162.92606
UNIT-28,28,B28,02jul2022,547,.54844606,391.09042,12.791096,51.232876,8.6301374,8.7671232,58.90411,4.3835616,143.8885
UNIT-28,28,B28,04jul2022,376,.53191489,404.02347,1.7057569,86.353943,0,0,62.260128,2.9850745,190.91792
UNIT-28,28,B28,05jul2022,172,.58139533,386.17435,4.6794872,86.666664,0,6.1538463,48.717949,28.717949,124.00117
UNIT-28,28,B28,06jul2022,331,.30211481,403.26004,3.3512065,86.595177,0,0,59.249329,.26809651,67.714729
UNIT-28,28,B28,07jul2022,383,.2610966,335.80222,11.5,66.444443,0,0,44,7.1111112,133.84525
UNIT-28,28,B28,08jul2022,426,.23474178,369.3504,10.502049,78.483604,0,0,31.147541,0,112.64324
UNIT-28,28,B28,09jul2022,289,0,330.68286,18.857143,74.85714,0,0,42.57143,4.2857141,140.47643
UNIT-28,28,B28,11jul2022,251,0,380.42905,3.7096775,85.161293,0,0,56.451614,17.096775,111.27914
UNIT-28,28,B28,12jul2022,273,0,362.25845,19.5,40.923077,12.615385,0,39.076923,0,86.261162
UNIT-28,28,B28,13jul2022,306,0,440.20776,7.2714682,72.299171,0,0,44.598339,.27700832,70.72123
UNIT-28,28,B28,14jul2022,425,0,382.45792,12.114989,78.028748,11.293634,0,54.825462,7.5975361,141.32578
UNIT-28,28,B28,15jul2022,467,0,339.38345,16.752819,46.992481,7.5187969,0,51.8797,.18796992,94.691666
UNIT-28,28,B28,16jul2022,474,0,419.61877,4.8802948,80.478821,0,0,57.642727,3.3149171,106.32199
UNIT-28,28,B28,18jul2022,316,0,342.36508,19.940475,63.492062,0,0,46.031746,1.8518518,153.40974
UNIT-28,28,B28,19jul2022,413,2.4213076,344.87479,23.166368,61.001789,16.994633,0,45.080502,5.7245083,166.73351
UNIT-28,28,B28,20jul2022,448,2.6785715,374.79077,18.040781,65.070923,0,0,49.290779,4.0780144,154.5697
UNIT-28,28,B28,21jul2022,268,0,383.75323,12.946428,44.480518,0,0,55.194805,17.207792,92.138351
UNIT-28,28,B28,22jul2022,343,0,400.64899,3.125,83.838387,0,0,35.858585,3.030303,113.08405
UNIT-28,28,B28,23jul2022,342,0,341.99496,17.992424,76.010101,0,0,47.222221,13.888889,162.53967
UNIT-28,28,B28,25jul2022,342,0,376.26767,10.416667,72.222221,0,0,61.363636,12.121212,98.645432
UNIT-28,28,B28,26jul2022,290,0,341.81024,23.983435,42.771084,16.26506,0,57.831326,3.9156628,183.25183
UNIT-28,28,B28,27jul2022,253,0,460.60617,8.3047943,71.23288,0,0,50.342464,17.123287,143.25479
UNIT-28,28,B28,28jul2022,243,0,448.85379,6.227437,83.393501,0,0,56.317688,2.5270758,131.95195
UNIT-28,28,B28,30jul2022,222,0,425.31418,7.9022989,78.9272,0,0,55.938698,14.176245,96.726067
UNIT-28,28,B28,01jun2022,526,1.3307985,403.29764,21.76893,52.349869,0,.91383815,52.480419,1.5665796,164.40921
UNIT-28,28,B28,02jun2022,577,.34662044,473.35403,10.137518,83.779968,0,0,45.980255,10.155149,144.289
UNIT-28,28,B28,03jun2022,482,1.4522822,419.38025,21.244556,57.61974,8.5631351,0,45.137882,8.7082729,181.72942
UNIT-28,28,B28,04jun2022,607,1.3179572,416.36841,16.447369,57.644112,0,0,49.248119,.12531328,154.65337
UNIT-28,28,B28,06jun2022,282,.70921987,464.10773,7.5276241,53.59116,0,0,46.685081,10.497237,88.021034
UNIT-28,28,B28,07jun2022,254,1.1811024,499.36237,6.2148876,83.426964,0,0,53.651684,29.494383,95.869461
UNIT-28,28,B28,08jun2022,274,.729927,535.88501,3.9936101,84.025558,0,0,38.977634,2.2364218,87.448006
UNIT-28,28,B28,09jun2022,305,.6557377,460.32535,0,100,0,0,59.733334,.53333336,110.58496
UNIT-28,28,B28,10jun2022,238,.84033614,334.14935,16.152597,64.285713,0,0,30.51948,0,247.58603
UNIT-28,28,B28,11jun2022,301,.66445184,288.98254,32.55814,62.790699,0,0,15.406977,.58139533,224.5479
UNIT-28,28,B28,13jun2022,363,.82644629,376.9093,0,100,0,0,38.139534,11.627907,108.81362
UNIT-28,28,B28,14jun2022,344,.29069766,389.35501,6.9444447,82.384827,0,0,23.848238,13.00813,89.398117
UNIT-28,28,B28,15jun2022,288,.34722221,383.38226,0,100,0,0,48.012234,18.960245,76.782326
UNIT-28,28,B28,16jun2022,336,.59523809,367.14142,7.9545455,77.777779,0,0,43.686871,15.656566,93.565979
UNIT-28,28,B28,17jun2022,336,4.4642859,318.77026,20.72072,58.558559,11.261261,0,48.873875,14.414414,140.19106
UNIT-28,28,B28,18jun2022,288,.69444442,397.5549,5.4913297,89.017342,0,0,69.364159,19.942196,127.93909
UNIT-28,28,B28,20jun2022,422,.23696682,384.19492,9.2690678,89.406776,0,0,51.90678,13.559322,137.00856
UNIT-28,28,B28,21jun2022,422,.23696682,430.41525,4.3432202,75.847458,0,0,49.576271,20.550848,57.736729
UNIT-28,28,B28,22jun2022,413,.48426151,429.03644,.55668014,98.582993,0,0,61.740891,15.789474,105.36406
UNIT-28,28,B28,23jun2022,400,.75,396.23395,9.4339619,81.132072,0,0,48.301888,18.679245,129.46513
UNIT-28,28,B28,24jun2022,389,.51413882,405.37769,0,100,0,0,69.742493,23.60515,85.282951
UNIT-28,28,B28,25jun2022,344,.29069766,405.75613,6.5257354,78.186272,0,0,62.254902,4.6568627,140.06729
UNIT-28,28,B28,27jun2022,340,0,362.82629,16.780397,64.764267,0,0,47.642681,7.6923075,147.43399
UNIT-28,28,B28,28jun2022,329,0,413.15848,6.8306012,86.338799,13.661202,0,44.808743,15.846994,166.9541
UNIT-28,28,B28,29jun2022,390,0,367.41995,13.573086,58.468678,0,0,44.779583,1.3921114,140.95398
UNIT-28,28,B28,30jun2022,511,0,362.19543,7.724472,70.950706,8.8028173,0,52.816902,13.204226,138.15494
UNIT-28,28,B28,02may2022,541,.92421442,468.24246,6.6535149,85.939743,5.4519367,5.5954089,41.032997,4.4476328,123.30456
UNIT-28,28,B28,03may2022,628,.31847134,486.60562,3.9104278,73.796791,0,0,40.641712,.93582886,88.081856
UNIT-28,28,B28,04may2022,561,.35650623,447.87152,12.218543,75.761589,.13245033,.13245033,34.304634,.397351,154.67035
UNIT-28,28,B28,05may2022,623,.32102728,504.00269,0,100,0,0,34.09396,1.47651,74.607559
UNIT-28,28,B28,06may2022,553,.36166364,521.83307,.72078907,94.233688,0,0,45.068287,6.6767831,59.013905
UNIT-28,28,B28,07may2022,621,.32206118,442.58926,13.40604,72.214767,0,0,31.543625,.40268457,140.57855
UNIT-28,28,B28,09may2022,477,.4192872,509.27304,0,100,0,0,47.403687,2.5125628,71.652901
UNIT-28,28,B28,10may2022,459,1.9607843,472.60257,9.612278,80.290794,0,0,44.426495,1.6155089,147.24222
UNIT-28,28,B28,11may2022,459,.43572986,507.68213,1.3169643,89.464287,0,0,49.464287,1.7857143,73.823288
UNIT-28,28,B28,12may2022,592,1.0135136,456.17709,9.853529,83.488678,0,0,39.28096,3.9946737,151.62497
UNIT-28,28,B28,13may2022,524,.38167939,510.36682,3.8277512,84.688995,0,0,48.006378,2.3923445,80.96386
UNIT-28,28,B28,14may2022,565,.3539823,534.87408,0,100,0,0,49.333332,3.7037036,56.486
UNIT-28,28,B28,16may2022,519,1.734104,455.26093,12.882653,65.743439,8.6005831,0,51.311954,1.7492712,139.05702
UNIT-28,28,B28,17may2022,522,.38314176,469.91171,5.8788123,86.516853,9.1492777,0,52.487961,2.8892455,131.02605
UNIT-28,28,B28,18may2022,432,.46296296,460.5921,11.019737,66.91729,0,0,65.789474,0,92.871727
UNIT-28,28,B28,19may2022,432,.46296296,493.34775,4.1588345,77.81955,0,0,63.909775,.18796992,79.483604
UNIT-28,28,B28,20may2022,441,.45351472,454.51221,11.069418,77.86116,22.138836,0,60.975609,7.3170733,110.32072
UNIT-28,28,B28,21may2022,227,0,482.52875,0,100,0,0,77.394638,.76628351,27.534805
UNIT-28,28,B28,23may2022,455,0,453.86011,0,100,0,0,51.039696,4.1587901,99.302528
UNIT-28,28,B28,24may2022,379,0,418.03589,14.938341,77.802689,0,0,35.42601,4.0358744,178.55168
UNIT-28,28,B28,25may2022,432,0,464.96207,5.0648704,78.642715,0,0,50.0998,.99800402,106.65929
UNIT-28,28,B28,26may2022,441,0,440.31033,5.5555553,70.114944,0,3.256705,41.379311,.57471263,126.53237
UNIT-28,28,B28,27may2022,478,0,448.44247,6.3274336,70.265488,0,0,44.070797,8.6725664,103.16369
UNIT-28,28,B28,28may2022,445,2.0224719,431.00171,9.9315071,80.136986,0,0,51.369862,8.2191782,164.79572
UNIT-28,28,B28,30may2022,562,.35587189,478.01318,.03665689,99.706741,0,0,52.639297,2.6392963,151.82166
UNIT-28,28,B28,31may2022,527,1.3282733,465.32697,9.1458941,70.234604,0,0,48.387096,9.8240471,156.84081
UNIT-28,28,B28,01apr2022,461,1.3015184,412.06366,7.7046547,74.959869,6.0995183,6.0995183,43.98074,.16051364,123.77574
UNIT-28,28,B28,05apr2022,474,.21097046,409.20273,3.6839864,84.327087,0,0,36.456558,.17035775,130.43503
UNIT-28,28,B28,06apr2022,499,.60120243,410.15591,0,100,0,0,31.653543,7.7165356,120.06371
UNIT-28,28,B28,07apr2022,509,.58939093,423.50912,0,100,0,0,37.386017,0,103.14301
UNIT-28,28,B28,08apr2022,509,.58939093,411.12463,1.3677812,94.528877,0,0,32.978722,.15197569,136.91512
UNIT-28,28,B28,09apr2022,483,.41407868,427.76526,3.0144694,91.961418,0,0,32.636658,3.2154341,131.533
UNIT-28,28,B28,11apr2022,361,0,393.52451,1.8123667,85.501068,0,0,43.070362,2.9850745,148.11057
UNIT-28,28,B28,12apr2022,446,0,421.03922,6.0160427,78.78788,8.1996431,0,43.31551,2.1390374,127.20898
UNIT-28,28,B28,13apr2022,443,.90293455,394.61423,11.379019,80.541458,0,0,11.675127,2.0304568,157.45674
UNIT-28,28,B28,14apr2022,442,0,449.22101,.86050725,93.115944,0,0,41.123188,3.442029,100.7357
UNIT-28,28,B28,15apr2022,458,1.9650655,412.11847,12,76,0,0,44.923077,4.4615383,141.27113
UNIT-28,28,B28,16apr2022,451,0,473.81604,.54644811,98.907104,0,0,53.734062,1.8214936,84.932076
UNIT-28,28,B28,18apr2022,555,0,385.56653,17.320627,62.630791,0,0,39.16293,5.8295965,168.99713
UNIT-28,28,B28,19apr2022,591,.33840948,448.85379,.1724138,99.448273,0,0,45.655174,.41379312,104.35806
UNIT-28,28,B28,20apr2022,591,.33840948,478.44199,0,100,0,0,43.232044,1.5193371,95.565552
UNIT-28,28,B28,21apr2022,592,1.5202702,441.19388,8.8647957,74.234695,0,0,48.724491,11.989796,112.50288
UNIT-28,28,B28,22apr2022,592,2.7027028,426.99509,12.453817,71.551727,0,0,35.591133,.24630542,138.62102
UNIT-28,28,B28,23apr2022,592,.33783785,512.31958,0,100,0,0,45.316803,2.8925619,64.827751
UNIT-28,28,B28,25apr2022,459,.43572986,490.38577,0,100,0,0,48.392555,6.0913706,60.93047
UNIT-28,28,B28,26apr2022,520,.38461539,507.38208,0,100,0,0,48.899372,.1572327,67.798386
UNIT-28,28,B28,27apr2022,459,.43572986,513.87793,0,100,0,0,51.885098,.71813285,86.681419
UNIT-28,28,B28,28apr2022,400,.5,506.9938,3.9948454,68.041237,0,0,39.381443,1.0309278,59.298882
UNIT-28,28,B28,29apr2022,400,.5,512.94226,3.0412371,87.835052,0,0,37.113403,.61855668,72.019516
UNIT-28,28,B28,30apr2022,549,.36429873,498.60376,5.0798259,89.840347,0,0,33.236576,1.0159652,89.799103
UNIT-28,28,B28,01mar2022,327,0,484.29684,13.753298,64.379944,24.274406,0,52.770447,6.8601584,168.15242
UNIT-28,28,B28,02mar2022,309,0,545.21997,2.7663934,88.797813,0,0,34.153004,7.6502733,137.17041
UNIT-28,28,B28,03mar2022,387,0,222.51091,60.070961,0,24.017467,0,21.615721,0,133.26048
